Date,League,Season,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeCoach,AwayCoach,Bet365_1,Bet365_X,Bet365_2,Pinnacle_1,Pinnacle_X,Pinnacle_2,WilliamHill_1,WilliamHill_X,WilliamHill_2
19/03/16,Ligue 1,2015-2016,Angers,Lorient,5,1,1,Stephane Moulin,Sylvain Ripoll,2.6,3,3,2.64,3.15,3.05,2.62,3,2.9
19/03/16,Ligue 1,2015-2016,Caen,Troyes,2,1,1,Patrice Garande,Claude Robin,1.5,4.33,6.5,1.5,4.65,7.02,1.5,4,7
19/03/16,Ligue 1,2015-2016,Lille,Toulouse,1,0,1,Frederic Antonetti,Pascal Dupraz,1.91,3.3,4.5,1.93,3.43,4.67,1.95,3.25,4.2
19/03/16,Ligue 1,2015-2016,Lyon,Nantes,2,0,1,Bruno Genesio,Michel Der Zakarian,1.62,3.75,6,1.69,3.85,5.75,1.62,3.6,6
19/03/16,Ligue 1,2015-2016,Reims,Guingamp,0,1,2,Olivier Guegan,Jocelyn Gourvennec,2.2,3.2,3.5,2.18,3.35,3.73,2.2,3.1,3.5
19/03/16,Ligue 1,2015-2016,St Etienne,Montpellier,3,0,1,Christophe Galtier,Frederic Hantz,2,3.2,4.2,2.08,3.33,4.1,2.1,3,4
20/03/16,Ligue 1,2015-2016,Bordeaux,Bastia,1,1,X,Ulrich Rame,Francois Ciccolini,1.75,3.3,5.5,1.79,3.5,5.5,1.7,3.4,5.5
20/03/16,Ligue 1,2015-2016,Nice,GFC Ajaccio,3,0,1,Claude Puel,Thierry Laurey,1.8,3.5,4.75,1.88,3.51,4.74,1.85,3.4,4.5
20/03/16,Ligue 1,2015-2016,Paris SG,Monaco,0,2,2,Laurent Blanc,Leonardo Jardim,1.33,5,10,1.34,5.22,11.46,1.36,4.5,10
01/04/16,Ligue 1,2015-2016,Monaco,Bordeaux,1,2,2,Leonardo Jardim,Ulrich Rame,1.73,3.6,4.75,1.8,3.76,5.06,1.75,3.6,4.6
02/04/16,Ligue 1,2015-2016,GFC Ajaccio,St Etienne,0,2,2,Thierry Laurey,Christophe Galtier,3.3,3,2.4,3.17,3.08,2.6,2.9,3,2.62
02/04/16,Ligue 1,2015-2016,Guingamp,Montpellier,2,2,X,Jocelyn Gourvennec,Frederic Hantz,2.3,3,3.5,2.48,3.15,3.28,2.4,3,3.2
02/04/16,Ligue 1,2015-2016,Paris SG,Nice,4,1,1,Laurent Blanc,Claude Puel,1.57,3.75,6.5,1.59,4.18,6.33,1.67,3.6,5.5
02/04/16,Ligue 1,2015-2016,Rennes,Reims,3,1,1,Rolland Courbis,Olivier Guegan,1.95,3.2,4.5,1.95,3.58,4.29,1.95,3.25,4.2
02/04/16,Ligue 1,2015-2016,Toulouse,Caen,2,0,1,Pascal Dupraz,Patrice Garande,2,3.3,4,2.06,3.62,3.79,2.1,3.3,3.5
02/04/16,Ligue 1,2015-2016,Troyes,Angers,0,1,2,Claude Robin,Stephane Moulin,3.4,3.1,2.3,3.3,3.44,2.32,3.1,3.1,2.4
03/04/16,Ligue 1,2015-2016,Bastia,Marseille,2,1,1,Francois Ciccolini,Michel,3.25,3.1,2.38,3.17,3.17,2.54,3.1,3.1,2.4
03/04/16,Ligue 1,2015-2016,Lorient,Lyon,1,3,2,Sylvain Ripoll,Bruno Genesio,3.8,3.5,2,3.74,3.76,2.03,3.6,3.4,2.05
03/04/16,Ligue 1,2015-2016,Nantes,Lille,0,3,2,Michel Der Zakarian,Frederic Antonetti,2.3,2.9,3.75,2.47,2.93,3.59,2.4,2.9,3.4
08/04/16,Ligue 1,2015-2016,Montpellier,Lyon,0,2,2,Frederic Hantz,Bruno Genesio,3.5,3.4,2.1,3.51,3.42,2.23,3.3,3.4,2.15
09/04/16,Ligue 1,2015-2016,Angers,GFC Ajaccio,0,0,X,Stephane Moulin,Thierry Laurey,2.15,3.2,3.5,2.19,3.18,3.94,2.05,3.1,4
09/04/16,Ligue 1,2015-2016,Caen,Lorient,1,2,2,Patrice Garande,Sylvain Ripoll,2.15,3.4,3.3,2.08,3.58,3.78,2.15,3.4,3.3
09/04/16,Ligue 1,2015-2016,Guingamp,Paris SG,0,2,2,Jocelyn Gourvennec,Laurent Blanc,3.75,3.2,2.05,3.53,3.43,2.22,3.4,3.3,2.15
09/04/16,Ligue 1,2015-2016,Reims,Nantes,2,1,1,Olivier Guegan,Michel Der Zakarian,2.4,3,3.2,2.52,3.12,3.25,2.5,2.9,3.2
09/04/16,Ligue 1,2015-2016,St Etienne,Troyes,1,0,1,Christophe Galtier,Claude Robin,1.29,5.25,10,1.28,6.08,12.43,1.29,5.5,10
09/04/16,Ligue 1,2015-2016,Toulouse,Bastia,4,0,1,Pascal Dupraz,Francois Ciccolini,1.75,3.6,4.75,1.8,3.53,5.39,1.8,3.4,4.75
10/04/16,Ligue 1,2015-2016,Lille,Monaco,4,1,1,Frederic Antonetti,Leonardo Jardim,2.25,3,3.5,2.3,3.2,3.59,2.3,3.1,3.3
10/04/16,Ligue 1,2015-2016,Marseille,Bordeaux,0,0,X,Michel,Ulrich Rame,1.83,3.5,4.33,1.87,3.65,4.62,1.85,3.5,4.33
10/04/16,Ligue 1,2015-2016,Nice,Rennes,3,0,1,Claude Puel,Rolland Courbis,2.3,3.25,3.1,2.32,3.37,3.36,2.3,3.3,3.1
15/04/16,Ligue 1,2015-2016,Lyon,Nice,1,1,X,Bruno Genesio,Claude Puel,1.55,4.2,6,1.59,4.3,6.3,1.6,4,5.5
16/04/16,Ligue 1,2015-2016,GFC Ajaccio,Lille,2,4,2,Thierry Laurey,Frederic Antonetti,3.2,3.2,2.38,3.36,3.19,2.41,3.2,3,2.4
16/04/16,Ligue 1,2015-2016,Bastia,St Etienne,0,1,2,Francois Ciccolini,Christophe Galtier,4,3.2,2,4.07,3.19,2.15,3.8,3,2.15
16/04/16,Ligue 1,2015-2016,Bordeaux,Angers,1,3,2,Ulrich Rame,Stephane Moulin,1.85,3.3,4.75,1.96,3.24,4.84,1.91,3.2,4.5
16/04/16,Ligue 1,2015-2016,Lorient,Toulouse,1,1,X,Sylvain Ripoll,Pascal Dupraz,2.8,3.4,2.5,2.97,3.29,2.61,2.75,3.2,2.6
16/04/16,Ligue 1,2015-2016,Paris SG,Caen,6,0,1,Laurent Blanc,Patrice Garande,1.36,5,8.5,1.41,5.2,8.18,1.4,4.5,8
16/04/16,Ligue 1,2015-2016,Troyes,Reims,2,1,1,Claude Robin,Olivier Guegan,5,4,1.67,5.45,4.16,1.66,5,3.8,1.67
17/04/16,Ligue 1,2015-2016,Monaco,Marseille,2,1,1,Leonardo Jardim,Michel,2.1,3.4,3.6,2.14,3.45,3.73,2.1,3.3,3.5
17/04/16,Ligue 1,2015-2016,Nantes,Montpellier,0,2,2,Michel Der Zakarian,Frederic Hantz,2.4,3.1,3.2,2.5,3.22,3.18,2.4,3,3.2
17/04/16,Ligue 1,2015-2016,Rennes,Guingamp,0,3,2,Rolland Courbis,Jocelyn Gourvennec,1.91,3.6,4,1.92,3.56,4.5,1.85,3.4,4.5
22/04/16,Ligue 1,2015-2016,Nice,Reims,2,0,1,Claude Puel,Olivier Guegan,1.65,3.8,5.5,1.65,4.05,5.96,1.65,4,5
23/04/16,Ligue 1,2015-2016,Toulouse,Lyon,2,3,2,Pascal Dupraz,Bruno Genesio,3.5,3.4,2.1,3.49,3.6,2.17,3.2,3.3,2.25
24/04/16,Ligue 1,2015-2016,GFC Ajaccio,Bastia,3,2,1,Thierry Laurey,Francois Ciccolini,1.91,3.2,4.75,1.94,3.37,4.68,1.91,3.2,4.5
24/04/16,Ligue 1,2015-2016,Guingamp,Caen,1,1,X,Jocelyn Gourvennec,Patrice Garande,1.95,3.3,4.2,1.98,3.45,4.32,1.95,3.25,4.2
24/04/16,Ligue 1,2015-2016,Marseille,Nantes,1,1,X,Franck Passi,Michel Der Zakarian,,,,1.75,3.55,5.85,1.75,3.5,5
24/04/16,Ligue 1,2015-2016,Montpellier,Troyes,4,1,1,Frederic Hantz,Claude Robin,1.25,5.5,12,1.28,6.47,11.6,1.29,5,12
24/04/16,Ligue 1,2015-2016,Rennes,Monaco,1,1,X,Rolland Courbis,Leonardo Jardim,2.7,3.1,2.8,2.68,3.36,2.82,2.7,3.1,2.7
24/04/16,Ligue 1,2015-2016,St Etienne,Lorient,2,0,1,Christophe Galtier,Sylvain Ripoll,1.44,4.33,8,1.49,4.39,7.87,1.5,4,7
27/04/16,Ligue 1,2015-2016,Lille,Angers,0,0,X,Frederic Antonetti,Stephane Moulin,1.62,3.6,6.5,1.66,3.64,6.78,1.67,3.4,6
29/04/16,Ligue 1,2015-2016,Paris SG,Rennes,4,0,1,Laurent Blanc,Rolland Courbis,1.3,5.5,10,1.33,5.9,9.9,1.33,5,9
30/04/16,Ligue 1,2015-2016,Caen,Bastia,0,0,X,Patrice Garande,Francois Ciccolini,1.95,3.25,4.33,1.96,3.33,4.65,2,3.2,4
30/04/16,Ligue 1,2015-2016,Lorient,Lille,0,1,2,Sylvain Ripoll,Frederic Antonetti,3.5,3.25,2.2,3.47,3.48,2.22,3.5,3.1,2.2
30/04/16,Ligue 1,2015-2016,Lyon,GFC Ajaccio,2,1,1,Bruno Genesio,Thierry Laurey,1.3,5.25,11,1.31,5.69,11.59,1.33,5,9
30/04/16,Ligue 1,2015-2016,Monaco,Guingamp,3,2,1,Leonardo Jardim,Jocelyn Gourvennec,1.44,4.33,8,1.49,4.51,7.61,1.5,4,7
30/04/16,Ligue 1,2015-2016,Nantes,Nice,1,0,1,Michel Der Zakarian,Claude Puel,3,3.2,2.5,3.07,3.3,2.52,2.9,3.1,2.5
30/04/16,Ligue 1,2015-2016,Reims,Montpellier,2,3,2,Olivier Guegan,Frederic Hantz,2,3.3,4,2.08,3.58,3.77,2.1,3.2,3.6
30/04/16,Ligue 1,2015-2016,St Etienne,Toulouse,0,0,X,Christophe Galtier,Pascal Dupraz,2,3.3,4,2.01,3.58,4,1.95,3.2,4.2
30/04/16,Ligue 1,2015-2016,Troyes,Bordeaux,2,4,2,Claude Robin,Ulrich Rame,4.5,4,1.73,4.73,4.09,1.76,5,3.5,1.73
01/05/16,Ligue 1,2015-2016,Angers,Marseille,0,1,2,Stephane Moulin,Franck Passi,3.4,3.2,2.25,3.39,3.3,2.34,3.3,3.2,2.25
07/05/16,Ligue 1,2015-2016,GFC Ajaccio,Paris SG,0,4,2,Thierry Laurey,Laurent Blanc,7.5,4.33,1.45,7.09,4.38,1.53,6,4.4,1.5
07/05/16,Ligue 1,2015-2016,Bastia,Angers,1,0,1,Francois Ciccolini,Stephane Moulin,2.5,3.1,3.1,2.47,3.2,3.24,2.4,3,3.2
07/05/16,Ligue 1,2015-2016,Bordeaux,Lorient,3,0,1,Ulrich Rame,Sylvain Ripoll,1.7,3.8,4.75,1.77,3.91,4.9,1.95,3.75,3.6
07/05/16,Ligue 1,2015-2016,Lille,Guingamp,0,0,X,Frederic Antonetti,Jocelyn Gourvennec,1.44,4.33,8,1.49,4.41,7.86,1.4,4.4,8.5
07/05/16,Ligue 1,2015-2016,Lyon,Monaco,6,1,1,Bruno Genesio,Leonardo Jardim,1.7,3.8,4.75,1.76,3.84,5.11,1.85,3.75,4
07/05/16,Ligue 1,2015-2016,Marseille,Reims,1,0,1,Franck Passi,Olivier Guegan,1.91,3.3,4.2,1.98,3.87,3.8,1.85,3.75,4
07/05/16,Ligue 1,2015-2016,Montpellier,Rennes,2,0,1,Frederic Hantz,Rolland Courbis,2.38,3.3,3.1,2.37,3.47,3.17,2.3,3.3,3.1
07/05/16,Ligue 1,2015-2016,Nantes,Caen,1,2,2,Michel Der Zakarian,Patrice Garande,1.83,3.4,4.75,1.95,3.49,4.42,2.05,3.4,3.6
07/05/16,Ligue 1,2015-2016,Nice,St Etienne,2,0,1,Claude Puel,Christophe Galtier,2.2,3.25,3.5,2.2,3.41,3.6,2.25,3.3,3.2
07/05/16,Ligue 1,2015-2016,Toulouse,Troyes,1,0,1,Pascal Dupraz,Claude Robin,1.22,6.5,13,1.23,7.09,13.75,1.25,6,11
11/05/16,Ligue 1,2015-2016,Bordeaux,Paris SG,1,1,X,Ulrich Rame,Laurent Blanc,5.5,4.33,1.57,5.77,4.46,1.59,6,4.4,1.5
14/05/16,Ligue 1,2015-2016,Angers,Toulouse,2,3,2,Stephane Moulin,Pascal Dupraz,4.75,3.4,1.85,4.52,3.68,1.88,4.75,3.4,1.8
14/05/16,Ligue 1,2015-2016,Caen,Bordeaux,1,0,1,Patrice Garande,Ulrich Rame,2.38,3.5,2.9,2.37,3.57,3.09,2.2,3.5,3.1
14/05/16,Ligue 1,2015-2016,Guingamp,Nice,2,3,2,Jocelyn Gourvennec,Claude Puel,4.2,3.75,1.85,4.59,3.84,1.83,4.2,3.5,1.85
14/05/16,Ligue 1,2015-2016,Lorient,GFC Ajaccio,1,0,1,Sylvain Ripoll,Thierry Laurey,3.1,3.6,2.2,3.17,3.56,2.33,3.1,3.5,2.2
14/05/16,Ligue 1,2015-2016,Monaco,Montpellier,2,0,1,Leonardo Jardim,Frederic Hantz,1.4,4.33,8.5,1.43,5.11,7.54,1.36,4.8,8.5
14/05/16,Ligue 1,2015-2016,Paris SG,Nantes,4,0,1,Laurent Blanc,Michel Der Zakarian,1.29,6,9.5,1.28,6.28,11.46,1.29,5.5,10
14/05/16,Ligue 1,2015-2016,Reims,Lyon,4,1,1,Olivier Guegan,Bruno Genesio,3.3,3.75,2.05,3.42,4.04,2.06,3.4,3.6,2.05
14/05/16,Ligue 1,2015-2016,Rennes,Bastia,1,2,2,Rolland Courbis,Francois Ciccolini,1.83,3.6,4.33,1.87,3.77,4.44,1.91,3.5,4
14/05/16,Ligue 1,2015-2016,St Etienne,Lille,0,1,2,Christophe Galtier,Frederic Antonetti,2.38,3.2,3.1,2.45,3.34,3.14,2.4,3.1,3.1
14/05/16,Ligue 1,2015-2016,Troyes,Marseille,1,1,X,Claude Robin,Franck Passi,5,4.2,1.65,4.78,4.5,1.69,4.5,4.33,1.62
13/08/16,Premier League,2016-2017,Burnley,Swansea,0,1,2,Sean Dyche,Francesco Guidolin,2.4,3.3,3.25,2.47,3.32,3.19,2.5,3.2,2.9
13/08/16,Premier League,2016-2017,Crystal Palace,West Brom,0,1,2,Alan Pardew,Tony Pulis,2,3.3,4.5,2.06,3.29,4.32,2.05,3.1,4
13/08/16,Premier League,2016-2017,Everton,Tottenham,1,1,X,Ronald Koeman,Mauricio Pochettino,3.2,3.4,2.4,3.25,3.43,2.37,3.1,3.1,2.4
13/08/16,Premier League,2016-2017,Hull,Leicester,2,1,1,Mike Phelan,Claudio Ranieri,4.5,3.6,1.91,4.43,3.55,1.95,4.2,3.25,1.95
13/08/16,Premier League,2016-2017,Man City,Sunderland,2,1,1,Pep Guardiola,David Moyes,1.25,6.5,15,1.27,6.48,13.15,1.25,5.5,13
13/08/16,Premier League,2016-2017,Middlesbrough,Stoke,1,1,X,Aitor Karanka,Mark Hughes,2.38,3.2,3.4,2.33,3.24,3.53,2.4,3.1,3.1
13/08/16,Premier League,2016-2017,Southampton,Watford,1,1,X,Claude Puel,Walter Mazzarri,1.8,3.75,5,1.88,3.68,4.64,1.83,3.4,4.5
14/08/16,Premier League,2016-2017,Arsenal,Liverpool,3,4,2,Arsene Wenger,Jurgen Klopp,2.4,3.5,3.1,2.41,3.53,3.1,2.5,3.1,3
14/08/16,Premier League,2016-2017,Bournemouth,Man United,1,3,2,Eddie Howe,Jose Mourinho,4.75,3.6,1.85,4.7,3.62,1.88,4.5,3.4,1.85
15/08/16,Premier League,2016-2017,Chelsea,West Ham,2,1,1,Antonio Conte,Slaven Bilic,1.65,4,6,1.68,4.16,5.48,1.67,3.6,5.5
19/08/16,Premier League,2016-2017,Man United,Southampton,2,0,1,Jose Mourinho,Claude Puel,1.53,4.2,7.5,1.54,4.33,7.19,1.44,4.33,7.5
20/08/16,Premier League,2016-2017,Burnley,Liverpool,2,0,1,Sean Dyche,Jurgen Klopp,6.5,4.2,1.57,7.12,4.2,1.56,7,3.5,1.57
20/08/16,Premier League,2016-2017,Leicester,Arsenal,0,0,X,Claudio Ranieri,Arsene Wenger,2.88,3.6,2.5,2.92,3.6,2.5,2.88,3.2,2.5
20/08/16,Premier League,2016-2017,Stoke,Man City,1,4,2,Mark Hughes,Pep Guardiola,5.5,3.8,1.73,5.47,3.96,1.71,5,3.5,1.73
20/08/16,Premier League,2016-2017,Swansea,Hull,0,2,2,Francesco Guidolin,Mike Phelan,1.8,3.6,5.25,1.78,3.61,5.5,1.83,3.2,4.8
20/08/16,Premier League,2016-2017,Tottenham,Crystal Palace,1,0,1,Mauricio Pochettino,Alan Pardew,1.45,4.75,8,1.47,4.78,7.82,1.5,3.6,8.5
20/08/16,Premier League,2016-2017,Watford,Chelsea,1,2,2,Walter Mazzarri,Antonio Conte,5.5,3.8,1.73,5.44,3.74,1.76,5.5,3.3,1.73
20/08/16,Premier League,2016-2017,West Brom,Everton,1,2,2,Tony Pulis,Ronald Koeman,3,3.25,2.6,3.11,3.19,2.6,2.7,3.2,2.62
21/08/16,Premier League,2016-2017,Sunderland,Middlesbrough,1,2,2,David Moyes,Aitor Karanka,2.55,3.2,3.1,2.61,3.22,3.06,2.6,3.2,2.75
21/08/16,Premier League,2016-2017,West Ham,Bournemouth,1,0,1,Slaven Bilic,Eddie Howe,1.95,3.75,4,1.98,3.75,4.02,1.91,3.2,4.33
27/08/16,Premier League,2016-2017,Chelsea,Burnley,3,0,1,Antonio Conte,Sean Dyche,1.25,5.5,15,1.26,6.35,14.35,1.29,5,12
27/08/16,Premier League,2016-2017,Crystal Palace,Bournemouth,1,1,X,Alan Pardew,Eddie Howe,2.3,3.2,3.3,2.33,3.38,3.39,2.38,3.2,3.1
27/08/16,Premier League,2016-2017,Everton,Stoke,1,0,1,Ronald Koeman,Mark Hughes,1.73,3.6,5.25,1.74,3.79,5.55,1.75,3.6,4.75
27/08/16,Premier League,2016-2017,Hull,Man United,0,1,2,Mike Phelan,Jose Mourinho,8,4.1,1.44,8.35,4.6,1.46,7,4,1.5
27/08/16,Premier League,2016-2017,Leicester,Swansea,2,1,1,Claudio Ranieri,Francesco Guidolin,1.73,3.6,5.25,1.71,3.88,5.57,1.73,3.6,5
27/08/16,Premier League,2016-2017,Southampton,Sunderland,1,1,X,Claude Puel,David Moyes,1.57,3.6,6.5,1.61,4.03,6.63,1.62,3.6,6
27/08/16,Premier League,2016-2017,Tottenham,Liverpool,1,1,X,Mauricio Pochettino,Jurgen Klopp,2.38,3.4,3,2.36,3.56,3.17,2.38,3.4,2.9
27/08/16,Premier League,2016-2017,Watford,Arsenal,1,3,2,Walter Mazzarri,Arsene Wenger,5,3.75,1.73,5.47,3.91,1.72,4.6,3.75,1.73
28/08/16,Premier League,2016-2017,Man City,West Ham,3,1,1,Pep Guardiola,Slaven Bilic,1.25,6,11,1.3,6.3,10.91,1.3,5.5,9.5
28/08/16,Premier League,2016-2017,West Brom,Middlesbrough,0,0,X,Tony Pulis,Aitor Karanka,2.6,3.1,2.9,2.6,3.09,3.2,2.6,2.9,3
10/09/16,Premier League,2016-2017,Arsenal,Southampton,2,1,1,Arsene Wenger,Claude Puel,1.57,4.2,6.5,1.6,4.35,6.15,1.62,3.5,6.5
10/09/16,Premier League,2016-2017,Bournemouth,West Brom,1,0,1,Eddie Howe,Tony Pulis,2.05,3.25,4.33,2.05,3.31,4.33,2.1,3,4
10/09/16,Premier League,2016-2017,Burnley,Hull,1,1,X,Sean Dyche,Mike Phelan,2.45,3.1,3.4,2.44,3.21,3.36,2.3,3.1,3.3
10/09/16,Premier League,2016-2017,Liverpool,Leicester,4,1,1,Jurgen Klopp,Claudio Ranieri,1.7,4,5.5,1.7,3.97,5.54,1.7,3.75,5.5
10/09/16,Premier League,2016-2017,Man United,Man City,1,2,2,Jose Mourinho,Pep Guardiola,2.38,3.25,3.4,2.38,3.31,3.35,2.38,3.2,3.4
10/09/16,Premier League,2016-2017,Middlesbrough,Crystal Palace,1,2,2,Aitor Karanka,Alan Pardew,2.3,3.2,3.6,2.31,3.2,3.65,2.38,3.1,3.2
10/09/16,Premier League,2016-2017,Stoke,Tottenham,0,4,2,Mark Hughes,Mauricio Pochettino,4.6,3.75,1.85,4.34,3.82,1.89,4.8,3.2,1.85
10/09/16,Premier League,2016-2017,West Ham,Watford,2,4,2,Slaven Bilic,Walter Mazzarri,1.91,3.6,4.5,1.9,3.6,4.62,1.91,3.2,4.5
11/09/16,Premier League,2016-2017,Swansea,Chelsea,2,2,X,Francesco Guidolin,Antonio Conte,5.75,4,1.67,5.77,4.17,1.65,6,3.6,1.62
12/09/16,Premier League,2016-2017,Sunderland,Everton,0,3,2,David Moyes,Ronald Koeman,3.8,3.5,2.1,3.75,3.6,2.1,3.75,3.2,2.1
16/09/16,Premier League,2016-2017,Chelsea,Liverpool,1,2,2,Antonio Conte,Jurgen Klopp,2.25,3.5,3.4,2.28,3.49,3.4,2.3,3.4,3.4
17/09/16,Premier League,2016-2017,Everton,Middlesbrough,3,1,1,Ronald Koeman,Aitor Karanka,1.67,3.8,6,1.65,3.99,6.19,1.7,3.2,6
17/09/16,Premier League,2016-2017,Hull,Arsenal,1,4,2,Mike Phelan,Arsene Wenger,6,4.2,1.6,6.03,4.2,1.6,6,3.6,1.62
17/09/16,Premier League,2016-2017,Leicester,Burnley,3,0,1,Claudio Ranieri,Sean Dyche,1.5,4.33,8,1.46,4.49,8.87,1.5,3.75,8
17/09/16,Premier League,2016-2017,Man City,Bournemouth,4,0,1,Pep Guardiola,Eddie Howe,1.29,6,12,1.28,6.24,12.78,1.29,5,12
17/09/16,Premier League,2016-2017,West Brom,West Ham,4,2,1,Tony Pulis,Slaven Bilic,2.8,3.2,2.8,2.9,3.19,2.76,2.7,3.1,2.7
18/09/16,Premier League,2016-2017,Crystal Palace,Stoke,4,1,1,Alan Pardew,Mark Hughes,2,3.5,4.2,2.09,3.37,4.08,2.05,3.1,4
18/09/16,Premier League,2016-2017,Southampton,Swansea,1,0,1,Claude Puel,Francesco Guidolin,1.7,3.8,5.75,1.68,3.84,6.17,1.7,3.4,5.5
18/09/16,Premier League,2016-2017,Tottenham,Sunderland,1,0,1,Mauricio Pochettino,David Moyes,1.33,5.5,11,1.35,5.52,10.26,1.33,4.33,12
18/09/16,Premier League,2016-2017,Watford,Man United,3,1,1,Walter Mazzarri,Jose Mourinho,6,4.2,1.62,5.8,4.12,1.65,6,3.6,1.62
24/09/16,Premier League,2016-2017,Arsenal,Chelsea,3,0,1,Arsene Wenger,Antonio Conte,2.4,3.5,3.1,2.35,3.53,3.21,2.4,3.2,3.2
24/09/16,Premier League,2016-2017,Bournemouth,Everton,1,0,1,Eddie Howe,Ronald Koeman,3.6,3.5,2.15,3.79,3.57,2.1,3.6,3.4,2.15
24/09/16,Premier League,2016-2017,Liverpool,Hull,5,1,1,Jurgen Klopp,Mike Phelan,1.22,7,15,1.23,7,15.54,1.25,6,13
24/09/16,Premier League,2016-2017,Man United,Leicester,4,1,1,Jose Mourinho,Claudio Ranieri,1.73,3.9,5.25,1.74,3.86,5.39,1.7,3.75,5.5
24/09/16,Premier League,2016-2017,Middlesbrough,Tottenham,1,2,2,Aitor Karanka,Mauricio Pochettino,3.75,3.5,2.1,3.73,3.48,2.15,4,3.4,2
24/09/16,Premier League,2016-2017,Stoke,West Brom,1,1,X,Mark Hughes,Tony Pulis,2.38,3.3,3.3,2.34,3.35,3.4,2.3,3.3,3.3
24/09/16,Premier League,2016-2017,Sunderland,Crystal Palace,2,3,2,David Moyes,Alan Pardew,2.88,3.25,2.7,2.88,3.3,2.7,2.8,3.2,2.7
24/09/16,Premier League,2016-2017,Swansea,Man City,1,3,2,Francesco Guidolin,Pep Guardiola,9,5.5,1.36,9.45,5.31,1.38,9,4.5,1.4
25/09/16,Premier League,2016-2017,West Ham,Southampton,0,3,2,Slaven Bilic,Claude Puel,2.8,3.3,2.75,2.83,3.35,2.72,2.8,3.2,2.7
26/09/16,Premier League,2016-2017,Burnley,Watford,2,0,1,Sean Dyche,Walter Mazzarri,2.9,3.2,2.7,3.09,3.21,2.59,2.75,3.25,2.7
30/09/16,Premier League,2016-2017,Everton,Crystal Palace,1,1,X,Ronald Koeman,Alan Pardew,1.73,4,5,1.74,3.95,5.25,1.75,3.8,5
01/10/16,Premier League,2016-2017,Hull,Chelsea,0,2,2,Mike Phelan,Antonio Conte,7.5,4.5,1.5,7.68,4.63,1.48,7,4.33,1.5
01/10/16,Premier League,2016-2017,Sunderland,West Brom,1,1,X,David Moyes,Tony Pulis,2.5,3.25,3.2,2.47,3.24,3.26,2.5,3.1,3.2
01/10/16,Premier League,2016-2017,Swansea,Liverpool,1,2,2,Francesco Guidolin,Jurgen Klopp,8,4.75,1.45,8.44,4.92,1.43,8,4.5,1.44
01/10/16,Premier League,2016-2017,Watford,Bournemouth,2,2,X,Walter Mazzarri,Eddie Howe,2.38,3.3,3.3,2.42,3.32,3.27,2.4,3.2,3.2
01/10/16,Premier League,2016-2017,West Ham,Middlesbrough,1,1,X,Slaven Bilic,Aitor Karanka,2.25,3.4,3.5,2.23,3.35,3.66,2.3,3.3,3.3
02/10/16,Premier League,2016-2017,Burnley,Arsenal,0,1,2,Sean Dyche,Arsene Wenger,9,5,1.4,10.17,5.13,1.38,9.5,4.5,1.4
02/10/16,Premier League,2016-2017,Leicester,Southampton,0,0,X,Claudio Ranieri,Claude Puel,2.25,3.4,3.5,2.24,3.35,3.63,2.25,3.25,3.5
02/10/16,Premier League,2016-2017,Man United,Stoke,1,1,X,Jose Mourinho,Mark Hughes,1.33,5.75,10,1.35,5.46,10.61,1.33,5,11
02/10/16,Premier League,2016-2017,Tottenham,Man City,2,0,1,Mauricio Pochettino,Pep Guardiola,3,3.5,2.5,2.99,3.54,2.48,3,3.4,2.4
15/10/16,Premier League,2016-2017,Arsenal,Swansea,3,2,1,Arsene Wenger,Bob Bradley,1.29,6.5,11,1.28,6.15,12.8,1.29,5.5,12
15/10/16,Premier League,2016-2017,Bournemouth,Hull,6,1,1,Eddie Howe,Mike Phelan,1.85,3.5,5,1.83,3.61,5.05,1.85,3.4,4.8
15/10/16,Premier League,2016-2017,Chelsea,Leicester,3,0,1,Antonio Conte,Claudio Ranieri,1.57,4.5,6,1.58,4.33,6.3,1.6,3.8,6.5
15/10/16,Premier League,2016-2017,Crystal Palace,West Ham,0,1,2,Alan Pardew,Slaven Bilic,2.15,3.5,3.6,2.14,3.52,3.71,2.2,3.1,3.75
15/10/16,Premier League,2016-2017,Man City,Everton,1,1,X,Pep Guardiola,Ronald Koeman,1.5,4.75,7,1.52,4.68,6.82,1.5,4.33,7
15/10/16,Premier League,2016-2017,Stoke,Sunderland,2,0,1,Mark Hughes,David Moyes,2,3.6,4,1.98,3.51,4.34,2.05,3.3,4
15/10/16,Premier League,2016-2017,West Brom,Tottenham,1,1,X,Tony Pulis,Mauricio Pochettino,5.5,3.8,1.73,5.45,3.91,1.72,5.5,3.4,1.75
16/10/16,Premier League,2016-2017,Middlesbrough,Watford,0,1,2,Aitor Karanka,Walter Mazzarri,2.25,3.3,3.6,2.33,3.27,3.51,2.3,3.1,3.6
16/10/16,Premier League,2016-2017,Southampton,Burnley,3,1,1,Claude Puel,Sean Dyche,1.4,4.8,9.5,1.39,4.89,10.41,1.4,4.5,10
17/10/16,Premier League,2016-2017,Liverpool,Man United,0,0,X,Jurgen Klopp,Jose Mourinho,2.2,3.5,3.5,2.19,3.51,3.58,2.25,3.1,3.6
22/10/16,Premier League,2016-2017,Arsenal,Middlesbrough,0,0,X,Arsene Wenger,Aitor Karanka,1.25,6.5,15,1.27,6.28,13.55,1.25,6,13
