Date,League,Season,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeCoach,AwayCoach,Bet365_1,Bet365_X,Bet365_2,Pinnacle_1,Pinnacle_X,Pinnacle_2,WilliamHill_1,WilliamHill_X,WilliamHill_2
28/11/15,Ligue 1,2015-2016,Nantes,Bastia,0,0,X,Michel Der Zakarian,Francois Ciccolini,1.91,3.2,4.75,1.93,3.28,4.93,1.95,3.1,4.5
28/11/15,Ligue 1,2015-2016,Paris SG,Troyes,4,1,1,Laurent Blanc,Jean-Marc Furlan,1.08,10,34,1.1,11.5,33.5,1.1,8,34
28/11/15,Ligue 1,2015-2016,Reims,Rennes,2,2,X,Olivier Guegan,Philippe Montanier,3,3,2.6,2.95,3.15,2.71,2.9,3,2.62
28/11/15,Ligue 1,2015-2016,Toulouse,Nice,2,0,1,Dominique Arribage,Claude Puel,2.38,3.4,3,2.5,3.4,3.02,2.5,3.2,2.9
29/11/15,Ligue 1,2015-2016,Bordeaux,Caen,1,4,2,Willy Sagnol,Patrice Garande,1.95,3.5,4,1.97,3.51,4.3,1.95,3.25,4.2
29/11/15,Ligue 1,2015-2016,Marseille,Monaco,3,3,X,Michel,Leonardo Jardim,1.95,3.5,4,1.98,3.58,4.17,2,3.4,3.8
29/11/15,Ligue 1,2015-2016,St Etienne,Guingamp,3,0,1,Christophe Galtier,Jocelyn Gourvennec,1.83,3.3,5,1.91,3.39,4.85,1.83,3.2,5
01/12/15,Ligue 1,2015-2016,Angers,Paris SG,0,0,X,Stephane Moulin,Laurent Blanc,10,5,1.33,11.96,5.02,1.36,11,4.5,1.33
01/12/15,Ligue 1,2015-2016,Lorient,Nice,0,0,X,Sylvain Ripoll,Claude Puel,2.25,3.3,3.3,2.24,3.48,3.49,2.25,3.2,3.3
01/12/15,Ligue 1,2015-2016,Nantes,Lyon,0,0,X,Michel Der Zakarian,Hubert Fournier,3.6,3.25,2.15,3.73,3.32,2.22,3.6,3.2,2.15
02/12/15,Ligue 1,2015-2016,Bastia,Bordeaux,1,0,1,Francois Ciccolini,Willy Sagnol,3,3.2,2.5,3.18,3.2,2.51,3,3.1,2.45
02/12/15,Ligue 1,2015-2016,Guingamp,Reims,1,2,2,Jocelyn Gourvennec,Olivier Guegan,1.91,3.3,4.5,1.93,3.48,4.57,1.91,3.4,4.2
02/12/15,Ligue 1,2015-2016,Lille,St Etienne,1,0,1,Frederic Antonetti,Christophe Galtier,2.5,3.1,3.1,2.5,3.12,3.3,2.5,3,3.1
02/12/15,Ligue 1,2015-2016,Monaco,Caen,1,1,X,Leonardo Jardim,Patrice Garande,1.85,3.5,4.33,1.97,3.52,4.28,1.85,3.4,4.5
02/12/15,Ligue 1,2015-2016,Montpellier,GFC Ajaccio,0,2,2,Rolland Courbis,Thierry Laurey,1.83,3.5,4.5,1.91,3.36,4.92,1.85,3.4,4.5
02/12/15,Ligue 1,2015-2016,Troyes,Toulouse,0,3,2,Jean-Marc Furlan,Dominique Arribage,3,3.3,2.4,3.15,3.32,2.46,3,3.1,2.5
03/12/15,Ligue 1,2015-2016,Rennes,Marseille,0,1,2,Philippe Montanier,Michel,3.1,3.1,2.5,3.17,3.2,2.52,3,3,2.5
04/12/15,Ligue 1,2015-2016,Nice,Paris SG,0,3,2,Claude Puel,Laurent Blanc,6.5,4.33,1.5,7.12,4.51,1.52,8,4.5,1.4
05/12/15,Ligue 1,2015-2016,GFC Ajaccio,Nantes,1,1,X,Thierry Laurey,Michel Der Zakarian,2.5,3,3.1,2.64,3.05,3.14,2.6,2.9,3
05/12/15,Ligue 1,2015-2016,Bastia,Monaco,1,2,2,Francois Ciccolini,Leonardo Jardim,3.5,3.3,2.15,3.75,3.23,2.23,3.4,3.1,2.25
05/12/15,Ligue 1,2015-2016,Caen,Lille,1,2,2,Patrice Garande,Frederic Antonetti,2.4,3.1,3.25,2.45,3.1,3.4,2.4,3.1,3.1
05/12/15,Ligue 1,2015-2016,Lyon,Angers,0,2,2,Hubert Fournier,Stephane Moulin,1.53,3.75,7.5,1.6,3.94,6.91,1.6,3.75,6
05/12/15,Ligue 1,2015-2016,Reims,Troyes,1,1,X,Olivier Guegan,Claude Robin,1.67,3.75,5.5,1.75,3.79,5.24,1.8,3.6,4.4
05/12/15,Ligue 1,2015-2016,Toulouse,Lorient,2,3,2,Dominique Arribage,Sylvain Ripoll,2,3.4,3.8,2.18,3.42,3.64,2.25,3.3,3.2
06/12/15,Ligue 1,2015-2016,Bordeaux,Guingamp,1,0,1,Willy Sagnol,Jocelyn Gourvennec,2,3.2,4.2,2.09,3.33,4.05,2.05,3.1,4
06/12/15,Ligue 1,2015-2016,Marseille,Montpellier,2,2,X,Michel,Rolland Courbis,1.65,3.75,5.5,1.68,3.91,5.79,1.6,4,5.5
06/12/15,Ligue 1,2015-2016,St Etienne,Rennes,1,1,X,Christophe Galtier,Philippe Montanier,2.05,3.1,4.2,2.09,3.19,4.3,2.1,3.1,3.8
11/12/15,Ligue 1,2015-2016,Rennes,Caen,1,1,X,Philippe Montanier,Patrice Garande,2.38,3.25,3.2,2.43,3.28,3.3,2.2,3.25,3.3
12/12/15,Ligue 1,2015-2016,Lille,Lorient,3,0,1,Frederic Antonetti,Sylvain Ripoll,1.75,3.5,5.25,1.81,3.47,5.44,1.8,3.3,5
12/12/15,Ligue 1,2015-2016,Montpellier,Guingamp,2,1,1,Rolland Courbis,Jocelyn Gourvennec,2,3.3,4,2.06,3.32,4.19,2.05,3.1,4
12/12/15,Ligue 1,2015-2016,Nantes,Toulouse,1,1,X,Michel Der Zakarian,Dominique Arribage,2.38,3.1,3.3,2.46,3.25,3.21,2.4,3,3.2
12/12/15,Ligue 1,2015-2016,Reims,Nice,1,1,X,Olivier Guegan,Claude Puel,2.6,3.1,2.9,2.67,3.35,2.84,2.7,3.1,2.7
12/12/15,Ligue 1,2015-2016,Troyes,Bastia,1,1,X,Claude Robin,Francois Ciccolini,2.38,3.1,3.3,2.38,3.21,3.41,2.4,3.1,3.1
13/12/15,Ligue 1,2015-2016,Angers,Bordeaux,1,1,X,Stephane Moulin,Willy Sagnol,2.4,3,3.3,2.45,3.1,3.39,2.5,3,3.1
13/12/15,Ligue 1,2015-2016,Marseille,GFC Ajaccio,1,1,X,Michel,Thierry Laurey,1.4,4.75,8,1.44,4.63,8.68,1.44,4.2,8
13/12/15,Ligue 1,2015-2016,Monaco,St Etienne,1,0,1,Leonardo Jardim,Christophe Galtier,2.05,3.25,4,2.13,3.23,4.07,2.1,3.1,3.8
13/12/15,Ligue 1,2015-2016,Paris SG,Lyon,5,1,1,Laurent Blanc,Hubert Fournier,1.25,5.5,13,1.27,6.21,13.42,1.22,5.5,15
18/12/15,Ligue 1,2015-2016,Nice,Montpellier,1,0,1,Claude Puel,Rolland Courbis,2.3,3.25,3.2,2.4,3.31,3.33,2.4,3.1,3.1
19/12/15,Ligue 1,2015-2016,Bastia,Reims,2,0,1,Francois Ciccolini,Olivier Guegan,2.45,3.1,3.1,2.45,3.17,3.32,2.4,3,3.2
19/12/15,Ligue 1,2015-2016,Caen,Paris SG,0,3,2,Patrice Garande,Laurent Blanc,7,4.2,1.5,7.95,4.37,1.49,7,3.8,1.53
19/12/15,Ligue 1,2015-2016,Guingamp,Rennes,0,2,2,Jocelyn Gourvennec,Philippe Montanier,2.5,3,3.2,2.53,3.09,3.27,2.5,2.9,3.2
19/12/15,Ligue 1,2015-2016,Lorient,Nantes,0,0,X,Sylvain Ripoll,Michel Der Zakarian,2.15,3.1,3.75,2.28,3.27,3.56,2.2,3,3.6
19/12/15,Ligue 1,2015-2016,Toulouse,Lille,1,1,X,Dominique Arribage,Frederic Antonetti,2.55,3.1,3,2.52,3.18,3.2,2.5,3,3.1
19/12/15,Ligue 1,2015-2016,Troyes,Monaco,0,0,X,Claude Robin,Leonardo Jardim,4.2,3.5,1.91,4.45,3.58,1.92,4.2,3.25,1.95
20/12/15,Ligue 1,2015-2016,GFC Ajaccio,Lyon,2,1,1,Thierry Laurey,Hubert Fournier,3.25,3.3,2.3,3.24,3.35,2.39,3.2,3.2,2.3
20/12/15,Ligue 1,2015-2016,Bordeaux,Marseille,1,1,X,Willy Sagnol,Michel,2.8,3.2,2.63,2.88,3.27,2.68,2.8,3,2.7
20/12/15,Ligue 1,2015-2016,St Etienne,Angers,1,0,1,Christophe Galtier,Stephane Moulin,1.91,3.3,4.5,1.92,3.28,5.02,1.91,3.2,4.5
08/01/16,Ligue 1,2015-2016,Paris SG,Bastia,2,0,1,Laurent Blanc,Francois Ciccolini,1.1,10,26,1.09,12,46.02,1.08,9,34
09/01/16,Ligue 1,2015-2016,Angers,Caen,2,0,1,Stephane Moulin,Patrice Garande,2.5,3,3.2,2.48,3.14,3.3,2.6,2.9,3
09/01/16,Ligue 1,2015-2016,Lyon,Troyes,4,1,1,Bruno Genesio,Claude Robin,1.33,5,9,1.33,5.44,10.88,1.36,5,8
09/01/16,Ligue 1,2015-2016,Monaco,GFC Ajaccio,2,2,X,Leonardo Jardim,Thierry Laurey,1.62,3.75,6,1.63,3.93,6.43,1.6,3.75,6
09/01/16,Ligue 1,2015-2016,Montpellier,Bordeaux,0,1,2,Frederic Hantz,Willy Sagnol,2.4,3.1,3.25,2.43,3.17,3.34,2.3,3.1,3.3
09/01/16,Ligue 1,2015-2016,Reims,Toulouse,1,3,2,Olivier Guegan,Dominique Arribage,2.6,3.1,2.9,2.63,3.21,3,2.45,3.25,2.9
09/01/16,Ligue 1,2015-2016,Rennes,Lorient,2,2,X,Philippe Montanier,Sylvain Ripoll,2,3.25,4.2,1.98,3.31,4.59,2,3.25,4
10/01/16,Ligue 1,2015-2016,Lille,Nice,1,1,X,Frederic Antonetti,Claude Puel,1.85,3.4,4.75,1.88,3.49,4.87,1.91,3.25,4.4
10/01/16,Ligue 1,2015-2016,Marseille,Guingamp,0,0,X,Michel,Jocelyn Gourvennec,1.62,3.75,6,1.65,3.88,6.13,1.55,4,6
10/01/16,Ligue 1,2015-2016,Nantes,St Etienne,2,1,1,Michel Der Zakarian,Christophe Galtier,2.5,3,3.1,2.68,3.02,3.12,2.7,2.9,2.9
15/01/16,Ligue 1,2015-2016,Nice,Angers,2,1,1,Claude Puel,Stephane Moulin,2.05,3.1,4,2.11,3.21,4.25,2.15,3,3.8
16/01/16,Ligue 1,2015-2016,GFC Ajaccio,Reims,2,2,X,Thierry Laurey,Olivier Guegan,2.05,3.2,4,2.08,3.34,4.08,2.05,3.1,4
16/01/16,Ligue 1,2015-2016,Bastia,Montpellier,1,0,1,Francois Ciccolini,Frederic Hantz,2.75,3,2.8,2.85,3.02,2.91,2.7,3,2.8
16/01/16,Ligue 1,2015-2016,Bordeaux,Lille,1,0,1,Willy Sagnol,Frederic Antonetti,2.4,3,3.3,2.48,3.01,3.45,2.3,3.1,3.3
16/01/16,Ligue 1,2015-2016,Guingamp,Nantes,2,2,X,Jocelyn Gourvennec,Michel Der Zakarian,2.4,3,3.3,2.47,3.06,3.4,2.38,2.9,3.4
16/01/16,Ligue 1,2015-2016,Toulouse,Paris SG,0,1,2,Dominique Arribage,Laurent Blanc,8,4.75,1.4,7.87,4.75,1.45,8,4.5,1.4
16/01/16,Ligue 1,2015-2016,Troyes,Rennes,2,4,2,Claude Robin,Philippe Montanier,3.75,3.3,2.1,3.71,3.39,2.17,3.4,3.2,2.2
17/01/16,Ligue 1,2015-2016,Caen,Marseille,1,3,2,Patrice Garande,Michel,2.9,3.2,2.55,2.94,3.29,2.63,2.9,3.25,2.45
17/01/16,Ligue 1,2015-2016,Lorient,Monaco,0,2,2,Sylvain Ripoll,Leonardo Jardim,3,3,2.6,3.04,3.24,2.58,2.88,3.2,2.5
17/01/16,Ligue 1,2015-2016,St Etienne,Lyon,1,0,1,Christophe Galtier,Bruno Genesio,2.88,3.1,2.63,2.84,3.24,2.74,2.62,3.25,2.7
22/01/16,Ligue 1,2015-2016,Rennes,GFC Ajaccio,1,0,1,Rolland Courbis,Thierry Laurey,1.91,3.3,4.5,1.93,3.49,4.65,1.91,3.25,4.4
23/01/16,Ligue 1,2015-2016,Guingamp,Bastia,1,0,1,Jocelyn Gourvennec,Francois Ciccolini,1.85,3.25,5,1.87,3.33,5.26,1.85,3.1,5
23/01/16,Ligue 1,2015-2016,Lille,Troyes,1,3,2,Frederic Antonetti,Claude Robin,1.36,4.75,9.5,1.41,4.72,9.45,1.44,4,8.5
23/01/16,Ligue 1,2015-2016,Montpellier,Caen,1,2,2,Frederic Hantz,Patrice Garande,2.25,3.2,3.4,2.23,3.31,3.64,2.3,3.1,3.3
23/01/16,Ligue 1,2015-2016,Nantes,Bordeaux,2,2,X,Michel Der Zakarian,Willy Sagnol,2.38,3.1,3.3,2.52,3.12,3.24,2.4,3,3.2
23/01/16,Ligue 1,2015-2016,Nice,Lorient,2,1,1,Claude Puel,Sylvain Ripoll,1.91,3.4,4.33,1.86,3.54,4.85,1.91,3.2,4.5
23/01/16,Ligue 1,2015-2016,Paris SG,Angers,5,1,1,Laurent Blanc,Stephane Moulin,1.17,7,19,1.2,6.75,21,1.2,6,17
24/01/16,Ligue 1,2015-2016,Lyon,Marseille,1,1,X,Bruno Genesio,Michel,2.25,3.3,3.3,2.22,3.31,3.67,2.3,3.2,3.2
24/01/16,Ligue 1,2015-2016,Monaco,Toulouse,4,0,1,Leonardo Jardim,Dominique Arribage,1.91,3.3,4.5,1.91,3.49,4.65,1.91,3.2,4.5
24/01/16,Ligue 1,2015-2016,Reims,St Etienne,1,1,X,Olivier Guegan,Christophe Galtier,2.7,3.1,2.8,2.76,3.16,2.89,2.7,3,2.8
29/01/16,Ligue 1,2015-2016,Marseille,Lille,1,1,X,Michel,Frederic Antonetti,1.95,3.3,4.33,2.08,3.43,4.04,2.1,3.25,3.6
30/01/16,Ligue 1,2015-2016,GFC Ajaccio,Montpellier,0,4,2,Thierry Laurey,Frederic Hantz,2.4,3.2,3.1,2.52,3.17,3.19,2.6,3,2.9
30/01/16,Ligue 1,2015-2016,Angers,Monaco,3,0,1,Stephane Moulin,Leonardo Jardim,3.4,3,2.38,3.53,3.05,2.42,3.2,3,2.4
30/01/16,Ligue 1,2015-2016,Bastia,Lyon,1,0,1,Francois Ciccolini,Bruno Genesio,5.5,3.5,1.73,5.6,3.55,1.77,5.5,3.1,1.8
30/01/16,Ligue 1,2015-2016,Lorient,Reims,2,0,1,Sylvain Ripoll,Olivier Guegan,2.05,3.3,3.8,2.06,3.36,4.14,2.1,3,4
30/01/16,Ligue 1,2015-2016,Toulouse,Guingamp,1,2,2,Dominique Arribage,Jocelyn Gourvennec,2.15,3.3,3.6,2.09,3.32,4.07,2.2,3.1,3.5
30/01/16,Ligue 1,2015-2016,Troyes,Nantes,0,1,2,Claude Robin,Michel Der Zakarian,3.2,3.3,2.3,3.36,3.35,2.33,3.1,3.1,2.4
31/01/16,Ligue 1,2015-2016,Bordeaux,Rennes,4,0,1,Willy Sagnol,Rolland Courbis,2.3,3.2,3.3,2.38,3.18,3.44,2.3,3.1,3.3
31/01/16,Ligue 1,2015-2016,Caen,Nice,2,0,1,Patrice Garande,Claude Puel,2.3,3.2,3.1,2.47,3.32,3.14,2.4,3.1,3.1
31/01/16,Ligue 1,2015-2016,St Etienne,Paris SG,0,2,2,Christophe Galtier,Laurent Blanc,7.5,3.8,1.53,8.55,4.02,1.52,7,3.6,1.57
02/02/16,Ligue 1,2015-2016,Monaco,Bastia,2,0,1,Leonardo Jardim,Francois Ciccolini,1.44,4,9,1.45,4.36,9.35,1.44,4,8.5
02/02/16,Ligue 1,2015-2016,Montpellier,Marseille,0,1,2,Frederic Hantz,Michel,2.6,3.2,2.88,2.63,3.25,2.98,2.6,3.1,2.8
03/02/16,Ligue 1,2015-2016,Guingamp,Troyes,4,0,1,Jocelyn Gourvennec,Claude Robin,1.62,3.8,6,1.6,3.97,6.86,1.62,3.6,6
03/02/16,Ligue 1,2015-2016,Lille,Caen,1,0,1,Frederic Antonetti,Patrice Garande,1.75,3.5,5,1.83,3.48,5.28,1.85,3.1,5
03/02/16,Ligue 1,2015-2016,Lyon,Bordeaux,3,0,1,Bruno Genesio,Willy Sagnol,1.67,3.75,5.5,1.68,3.75,6.15,1.73,3.4,5.5
03/02/16,Ligue 1,2015-2016,Nantes,GFC Ajaccio,3,1,1,Michel Der Zakarian,Thierry Laurey,1.91,3.3,4.5,1.96,3.32,4.68,2,3.1,4.2
03/02/16,Ligue 1,2015-2016,Nice,Toulouse,1,0,1,Claude Puel,Dominique Arribage,2.2,3.25,3.5,2.2,3.38,3.64,2.2,3.2,3.4
03/02/16,Ligue 1,2015-2016,Paris SG,Lorient,3,1,1,Laurent Blanc,Sylvain Ripoll,1.18,6.5,21,1.19,7.83,17.7,1.18,6.5,17
03/02/16,Ligue 1,2015-2016,Reims,Angers,2,1,1,Olivier Guegan,Stephane Moulin,2.4,3,3.3,2.39,3.06,3.57,2.4,3,3.2
04/02/16,Ligue 1,2015-2016,Rennes,St Etienne,0,1,2,Rolland Courbis,Christophe Galtier,2.25,3.1,3.5,2.38,3.08,3.57,2.3,3.1,3.3
06/02/16,Ligue 1,2015-2016,GFC Ajaccio,Guingamp,0,0,X,Thierry Laurey,Jocelyn Gourvennec,2.6,3.1,2.9,2.68,3.04,3.09,2.7,3,2.8
06/02/16,Ligue 1,2015-2016,Angers,Lyon,0,3,2,Stephane Moulin,Bruno Genesio,3.6,3.1,2.2,3.73,3.26,2.22,3.4,3.1,2.25
06/02/16,Ligue 1,2015-2016,Bastia,Troyes,2,0,1,Francois Ciccolini,Claude Robin,1.83,3.5,4.5,1.87,3.57,4.75,1.85,3.4,4.5
06/02/16,Ligue 1,2015-2016,Caen,Reims,0,2,2,Patrice Garande,Olivier Guegan,2.05,3.3,3.8,2.1,3.43,3.88,2.1,3.2,3.75
06/02/16,Ligue 1,2015-2016,Lorient,Montpellier,1,1,X,Sylvain Ripoll,Frederic Hantz,2.4,3.2,3.1,2.42,3.26,3.27,2.4,3,3.2
06/02/16,Ligue 1,2015-2016,Monaco,Nice,1,0,1,Leonardo Jardim,Claude Puel,1.8,3.5,4.75,1.91,3.55,4.55,1.85,3.4,4.5
06/02/16,Ligue 1,2015-2016,Toulouse,Nantes,0,0,X,Dominique Arribage,Michel Der Zakarian,2.25,3.1,3.5,2.3,3.28,3.5,2.3,3,3.4
07/02/16,Ligue 1,2015-2016,Bordeaux,St Etienne,1,4,2,Willy Sagnol,Christophe Galtier,2.25,3.2,3.4,2.24,3.24,3.7,2.3,3,3.5
07/02/16,Ligue 1,2015-2016,Lille,Rennes,1,1,X,Frederic Antonetti,Rolland Courbis,2,3.2,4.2,1.99,3.3,4.55,2,3.2,4
07/02/16,Ligue 1,2015-2016,Marseille,Paris SG,1,2,2,Michel,Laurent Blanc,5.25,3.6,1.73,5.53,3.82,1.72,5,3.4,1.75
12/02/16,Ligue 1,2015-2016,Rennes,Angers,1,0,1,Rolland Courbis,Stephane Moulin,1.91,3.25,4.5,1.93,3.37,4.9,1.95,3.1,4.5
13/02/16,Ligue 1,2015-2016,GFC Ajaccio,Troyes,2,3,2,Thierry Laurey,Claude Robin,1.67,3.6,5.75,1.68,3.78,6.09,1.7,3.5,5.5
13/02/16,Ligue 1,2015-2016,Guingamp,Bordeaux,2,4,2,Jocelyn Gourvennec,Willy Sagnol,2.25,3.2,3.4,2.3,3.2,3.6,2.3,3.1,3.3
13/02/16,Ligue 1,2015-2016,Montpellier,Toulouse,2,0,1,Frederic Hantz,Dominique Arribage,2.1,3.2,3.8,2.13,3.29,3.98,2.15,3.1,3.75
13/02/16,Ligue 1,2015-2016,Nantes,Lorient,2,1,1,Michel Der Zakarian,Sylvain Ripoll,2.1,3.1,4,2.11,3.26,4.1,2.15,3,3.8
13/02/16,Ligue 1,2015-2016,Paris SG,Lille,0,0,X,Laurent Blanc,Frederic Antonetti,1.4,4.75,8,1.4,4.77,9.91,1.36,4.5,10
13/02/16,Ligue 1,2015-2016,Reims,Bastia,0,1,2,Olivier Guegan,Francois Ciccolini,1.85,3.25,5,1.88,3.29,5.29,1.85,3.1,5
14/02/16,Ligue 1,2015-2016,Lyon,Caen,4,1,1,Bruno Genesio,Patrice Garande,1.57,3.8,6.5,1.56,3.99,7.45,1.57,3.75,6.5
14/02/16,Ligue 1,2015-2016,Nice,Marseille,1,1,X,Claude Puel,Michel,3.1,3.2,2.4,3.4,3.33,2.32,3.1,3.1,2.4
14/02/16,Ligue 1,2015-2016,St Etienne,Monaco,1,1,X,Christophe Galtier,Leonardo Jardim,2.55,3.1,3,2.61,3.11,3.11,2.62,3,2.9
19/02/16,Ligue 1,2015-2016,Bordeaux,Nice,0,0,X,Willy Sagnol,Claude Puel,2,3.3,4,2.05,3.42,4.15,2,3.4,3.8
20/02/16,Ligue 1,2015-2016,Angers,Montpellier,2,3,2,Stephane Moulin,Frederic Hantz,2.9,3,2.65,2.99,3.03,2.77,2.9,2.9,2.7
20/02/16,Ligue 1,2015-2016,Lorient,Guingamp,4,3,1,Sylvain Ripoll,Jocelyn Gourvennec,2.2,3.1,3.6,2.17,3.28,3.86,2.25,3.1,3.4
20/02/16,Ligue 1,2015-2016,Monaco,Troyes,3,1,1,Leonardo Jardim,Claude Robin,1.36,4.75,9.5,1.38,5.22,9.23,1.4,4.5,8
20/02/16,Ligue 1,2015-2016,Paris SG,Reims,4,1,1,Laurent Blanc,Olivier Guegan,1.18,7,17,1.21,7.2,16.95,1.22,5.5,17
20/02/16,Ligue 1,2015-2016,Toulouse,GFC Ajaccio,1,1,X,Dominique Arribage,Thierry Laurey,1.8,3.3,4.75,1.85,3.58,4.88,1.8,3.4,4.75
21/02/16,Ligue 1,2015-2016,Caen,Rennes,1,0,1,Patrice Garande,Rolland Courbis,2.7,3.1,2.8,2.85,3.14,2.81,2.7,3,2.8
21/02/16,Ligue 1,2015-2016,Lille,Lyon,1,0,1,Frederic Antonetti,Bruno Genesio,2.63,3.1,2.8,2.72,3.15,2.94,2.7,3,2.8
21/02/16,Ligue 1,2015-2016,Marseille,St Etienne,1,1,X,Michel,Christophe Galtier,1.91,3.3,4.5,1.93,3.44,4.66,1.91,3.2,4.5
26/02/16,Ligue 1,2015-2016,Nice,Bastia,0,2,2,Claude Puel,Francois Ciccolini,1.83,3.4,4.75,1.85,3.37,5.34,1.8,3.3,5
27/02/16,Ligue 1,2015-2016,Guingamp,Angers,2,2,X,Jocelyn Gourvennec,Stephane Moulin,2.05,3.1,4.2,2.22,3.11,3.94,2.05,3.1,4
27/02/16,Ligue 1,2015-2016,Montpellier,Lille,3,0,1,Frederic Hantz,Frederic Antonetti,2.4,3,3.3,2.55,2.97,3.35,2.6,2.9,3
27/02/16,Ligue 1,2015-2016,Reims,Bordeaux,4,1,1,Olivier Guegan,Willy Sagnol,2.45,3.1,3.1,2.53,3.34,3.03,2.62,3.1,2.8
27/02/16,Ligue 1,2015-2016,Toulouse,Rennes,1,2,2,Dominique Arribage,Rolland Courbis,2.3,3.1,3.4,2.35,3.33,3.34,2.25,3.2,3.3
27/02/16,Ligue 1,2015-2016,Troyes,Lorient,0,1,2,Claude Robin,Sylvain Ripoll,3.3,3.3,2.2,3.3,3.5,2.29,3,3.6,2.2
28/02/16,Ligue 1,2015-2016,Lyon,Paris SG,2,1,1,Bruno Genesio,Laurent Blanc,5,3.6,1.75,4.71,3.74,1.83,4.5,3.6,1.8
28/02/16,Ligue 1,2015-2016,Nantes,Monaco,0,0,X,Michel Der Zakarian,Leonardo Jardim,2.45,3,3.2,2.56,3.14,3.17,2.6,3,2.9
28/02/16,Ligue 1,2015-2016,St Etienne,Caen,1,2,2,Christophe Galtier,Patrice Garande,1.73,3.6,5.25,1.78,3.69,5.19,1.8,3.4,4.75
04/03/16,Ligue 1,2015-2016,Caen,Monaco,2,2,X,Patrice Garande,Leonardo Jardim,3.25,3.2,2.38,3.23,3.22,2.5,3.1,3.1,2.4
05/03/16,Ligue 1,2015-2016,Angers,St Etienne,0,0,X,Stephane Moulin,Christophe Galtier,3.1,3,2.55,3.1,3.02,2.69,3.1,3,2.5
05/03/16,Ligue 1,2015-2016,Bastia,Lorient,0,0,X,Francois Ciccolini,Sylvain Ripoll,2.3,3.1,3.4,2.4,3.1,3.49,2.5,3.1,3
05/03/16,Ligue 1,2015-2016,Bordeaux,GFC Ajaccio,1,1,X,Willy Sagnol,Thierry Laurey,1.67,3.75,5.5,1.71,3.75,5.76,1.75,3.5,5
05/03/16,Ligue 1,2015-2016,Lille,Reims,2,0,1,Frederic Antonetti,Olivier Guegan,1.83,3.3,5,1.85,3.44,5.16,1.85,3.2,4.8
05/03/16,Ligue 1,2015-2016,Nice,Troyes,2,1,1,Claude Puel,Claude Robin,1.53,4,6.5,1.54,4.42,6.62,1.57,3.8,6
05/03/16,Ligue 1,2015-2016,Paris SG,Montpellier,0,0,X,Laurent Blanc,Frederic Hantz,1.44,4,9,1.47,4.4,8.46,1.44,4.33,7.5
06/03/16,Ligue 1,2015-2016,Lyon,Guingamp,5,1,1,Bruno Genesio,Jocelyn Gourvennec,1.45,4,9,1.49,4.56,7.4,1.44,4.5,7
06/03/16,Ligue 1,2015-2016,Marseille,Toulouse,1,1,X,Michel,Pascal Dupraz,1.7,3.6,5.5,1.7,3.91,5.51,1.7,3.5,5.5
06/03/16,Ligue 1,2015-2016,Rennes,Nantes,4,1,1,Rolland Courbis,Michel Der Zakarian,2.2,3,3.6,2.33,3.06,3.71,2.3,3.1,3.3
09/03/16,Ligue 1,2015-2016,GFC Ajaccio,Marseille,1,1,X,Thierry Laurey,Michel,3.6,3.25,2.15,3.61,3.38,2.21,3.3,3.2,2.25
09/03/16,Ligue 1,2015-2016,Bastia,Nantes,0,0,X,Francois Ciccolini,Michel Der Zakarian,2.88,2.9,2.8,2.86,3.02,2.9,2.9,2.8,2.8
11/03/16,Ligue 1,2015-2016,Monaco,Reims,2,2,X,Leonardo Jardim,Olivier Guegan,1.62,3.8,6,1.65,3.94,6.17,1.6,4,5.5
12/03/16,Ligue 1,2015-2016,GFC Ajaccio,Caen,1,0,1,Thierry Laurey,Patrice Garande,2.45,3.1,3.2,2.51,3.27,3.13,2.5,3,3.1
12/03/16,Ligue 1,2015-2016,Bastia,Lille,1,2,2,Francois Ciccolini,Frederic Antonetti,3.1,2.9,2.6,3.12,2.99,2.7,2.9,2.9,2.7
12/03/16,Ligue 1,2015-2016,Guingamp,St Etienne,2,0,1,Jocelyn Gourvennec,Christophe Galtier,3,3.1,2.55,3.02,3.16,2.65,2.9,2.9,2.7
12/03/16,Ligue 1,2015-2016,Lorient,Marseille,1,1,X,Sylvain Ripoll,Michel,3.1,3.3,2.35,3.15,3.38,2.42,3.1,3.1,2.4
12/03/16,Ligue 1,2015-2016,Montpellier,Nice,0,2,2,Frederic Hantz,Claude Puel,2,3.3,4,2.03,3.33,4.3,2.05,3.1,4
12/03/16,Ligue 1,2015-2016,Toulouse,Bordeaux,4,0,1,Pascal Dupraz,Willy Sagnol,2.3,3.3,3.2,2.36,3.46,3.2,2.4,3.1,3.1
13/03/16,Ligue 1,2015-2016,Nantes,Angers,2,0,1,Michel Der Zakarian,Stephane Moulin,1.85,3.25,5,1.87,3.28,5.42,1.83,3.2,5
13/03/16,Ligue 1,2015-2016,Rennes,Lyon,2,2,X,Rolland Courbis,Bruno Genesio,3.2,3.2,2.38,3.26,3.29,2.42,3.1,3.1,2.4
13/03/16,Ligue 1,2015-2016,Troyes,Paris SG,0,9,2,Claude Robin,Laurent Blanc,12,6,1.25,13,6.2,1.27,12,5,1.29
18/03/16,Ligue 1,2015-2016,Marseille,Rennes,2,5,2,Michel,Rolland Courbis,1.91,3.5,4.2,2,3.5,4.26,1.83,3.5,4.4
